,Faixa do rendimento mensal domiciliar per capita ,Para acessar a Internet utiliza-se microcomputador,Para acessar a Internet utiliza-se telefone celular,Rendimento mensal domiciliar per capita ,Tem telefone movel celular,Total de moradores de 10 anos ou mais
131835,3.0,,,416.0,2.0,3.0
131836,4.0,4.0,2.0,1467.0,2.0,3.0
131837,3.0,4.0,2.0,434.0,2.0,3.0
131838,1.0,,,56.0,2.0,1.0
131839,5.0,2.0,2.0,1800.0,2.0,2.0
131840,5.0,4.0,2.0,1762.0,2.0,3.0
131841,4.0,2.0,2.0,966.0,2.0,3.0
131842,4.0,4.0,2.0,1000.0,2.0,2.0
131843,5.0,2.0,2.0,2050.0,2.0,2.0
131844,4.0,2.0,2.0,911.0,2.0,2.0
131845,,,,,,
131846,4.0,2.0,2.0,950.0,2.0,2.0
131847,3.0,,,788.0,2.0,1.0
131848,5.0,2.0,2.0,1790.0,2.0,2.0
131849,4.0,2.0,2.0,1094.0,2.0,4.0
131850,4.0,,,915.0,2.0,2.0
131851,4.0,2.0,2.0,1400.0,2.0,2.0
131852,4.0,2.0,2.0,1500.0,2.0,3.0
131853,4.0,2.0,2.0,1033.0,2.0,2.0
131854,4.0,,,881.0,2.0,2.0
131855,,,,,,
131856,4.0,4.0,2.0,1400.0,2.0,2.0
131857,5.0,2.0,2.0,1894.0,2.0,2.0
131858,2.0,2.0,2.0,370.0,2.0,3.0
131859,5.0,2.0,2.0,2066.0,2.0,2.0
131860,5.0,2.0,2.0,2060.0,2.0,2.0
131861,4.0,,,1559.0,2.0,2.0
131862,,,,,,
131863,3.0,2.0,4.0,673.0,2.0,2.0
131864,3.0,2.0,2.0,550.0,2.0,2.0
131865,4.0,4.0,2.0,1250.0,2.0,2.0
131866,5.0,,,1988.0,2.0,2.0
131867,4.0,4.0,2.0,1100.0,2.0,3.0
131868,6.0,2.0,2.0,2480.0,2.0,2.0
131869,7.0,2.0,2.0,9950.0,2.0,2.0
131870,,,,,,
131871,5.0,2.0,2.0,2175.0,2.0,3.0
131872,4.0,2.0,2.0,1338.0,2.0,1.0
131873,,,,,,
131874,7.0,2.0,2.0,18965.0,2.0,1.0
131875,,,,,,
131876,4.0,2.0,2.0,1250.0,2.0,2.0
131877,,,,,,
131878,,,,,,
131879,,,,,,
131880,6.0,2.0,2.0,2733.0,2.0,2.0
131881,,,,,,
131882,3.0,,,788.0,2.0,1.0
131883,,,,,,
131884,6.0,2.0,2.0,3175.0,2.0,2.0
131885,5.0,2.0,2.0,1983.0,2.0,3.0
131886,5.0,2.0,2.0,2075.0,2.0,2.0
131887,7.0,2.0,2.0,5133.0,2.0,3.0
131888,6.0,2.0,2.0,2966.0,2.0,3.0
131889,7.0,2.0,2.0,4783.0,2.0,3.0
131890,,,,,,
131891,6.0,2.0,2.0,2425.0,2.0,2.0
131892,6.0,,,3000.0,4.0,1.0
131893,,,,,,
131894,6.0,2.0,2.0,2550.0,2.0,2.0
131895,,,,,,
131896,7.0,,,4500.0,2.0,2.0
131897,7.0,2.0,2.0,5666.0,2.0,2.0
131898,4.0,2.0,4.0,1200.0,2.0,1.0
131899,5.0,,,1630.0,2.0,1.0
131900,,,,,,
131901,3.0,2.0,2.0,462.0,2.0,3.0
131902,,,,,,
131903,,,,,,
131904,,,,,,
131905,,,,,,
131906,6.0,2.0,2.0,2450.0,2.0,4.0
131907,3.0,2.0,4.0,462.0,2.0,2.0
131908,5.0,2.0,2.0,2200.0,2.0,1.0
131909,,,,,,
131910,4.0,,,894.0,2.0,2.0
131911,7.0,2.0,4.0,4500.0,2.0,2.0
131912,5.0,2.0,2.0,1794.0,2.0,2.0
131913,4.0,2.0,2.0,1200.0,2.0,2.0
131914,4.0,2.0,2.0,1575.0,2.0,4.0
131915,,,,,,
131916,,,,,,
131917,4.0,2.0,2.0,1469.0,2.0,3.0
131918,6.0,2.0,2.0,3900.0,2.0,2.0
131919,,,,,,
131920,4.0,2.0,2.0,1116.0,2.0,3.0
131921,3.0,4.0,2.0,733.0,2.0,2.0
131922,99.0,,,999999999999.0,2.0,8.0
131923,2.0,4.0,2.0,228.0,2.0,6.0
131924,,,,,,
131925,3.0,,,650.0,2.0,2.0
131926,3.0,4.0,2.0,457.0,2.0,4.0
131927,2.0,2.0,2.0,333.0,2.0,3.0
131928,3.0,4.0,2.0,788.0,2.0,2.0
131929,,,,,,
131930,5.0,2.0,2.0,1866.0,2.0,3.0
131931,3.0,4.0,2.0,410.0,2.0,3.0
131932,5.0,4.0,2.0,1800.0,2.0,2.0
131933,3.0,,,500.0,2.0,2.0
131934,3.0,,,420.0,2.0,1.0
131935,4.0,2.0,2.0,868.0,2.0,3.0
131936,3.0,,,788.0,4.0,2.0
131937,5.0,4.0,2.0,1600.0,2.0,1.0
131938,,,,,,
131939,5.0,2.0,2.0,2000.0,2.0,3.0
131940,4.0,,,1194.0,2.0,2.0
131941,3.0,,,500.0,2.0,1.0
131942,4.0,2.0,2.0,1250.0,2.0,2.0
131943,7.0,2.0,2.0,5746.0,2.0,3.0
131944,4.0,2.0,2.0,854.0,2.0,3.0
131945,4.0,2.0,2.0,900.0,2.0,3.0
131946,7.0,2.0,2.0,10000.0,2.0,1.0
131947,6.0,2.0,4.0,2700.0,2.0,1.0
131948,6.0,,,3188.0,2.0,1.0
131949,5.0,2.0,2.0,2116.0,2.0,2.0
131950,7.0,2.0,2.0,9550.0,2.0,2.0
131951,,,,,,
131952,6.0,2.0,2.0,3150.0,2.0,4.0
131953,7.0,2.0,2.0,6125.0,2.0,4.0
131954,4.0,2.0,2.0,900.0,2.0,3.0
131955,4.0,,,900.0,2.0,2.0
131956,,,,,,
131957,1.0,4.0,2.0,141.0,2.0,3.0
131958,5.0,2.0,2.0,1850.0,2.0,2.0
131959,6.0,2.0,4.0,2520.0,2.0,2.0
131960,3.0,,,586.0,2.0,3.0
131961,1.0,,,51.0,2.0,2.0
131962,3.0,,,600.0,4.0,1.0
131963,1.0,,,122.0,2.0,2.0
131964,1.0,,,192.0,2.0,2.0
131965,3.0,,,750.0,2.0,2.0
131966,,,,,,
131967,2.0,4.0,2.0,331.0,2.0,4.0
131968,4.0,2.0,4.0,996.0,2.0,3.0
131969,,,,,,
131970,4.0,2.0,2.0,1350.0,2.0,4.0
131971,4.0,2.0,2.0,1000.0,2.0,3.0
131972,4.0,2.0,2.0,1166.0,2.0,2.0
131973,,,,,,
131974,6.0,2.0,4.0,3400.0,2.0,2.0
131975,5.0,4.0,2.0,1700.0,2.0,2.0
131976,5.0,2.0,2.0,1750.0,2.0,2.0
131977,4.0,2.0,2.0,1400.0,2.0,2.0
131978,3.0,2.0,2.0,525.0,2.0,3.0
131979,4.0,,,1000.0,2.0,1.0
131980,,,,,,
131981,7.0,2.0,2.0,5600.0,2.0,2.0
131982,,,,,,
131983,3.0,2.0,2.0,700.0,2.0,4.0
131984,4.0,2.0,2.0,929.0,2.0,3.0
131985,,,,,,
131986,4.0,,,1000.0,2.0,1.0
131987,5.0,2.0,2.0,2000.0,2.0,2.0
131988,5.0,2.0,2.0,2166.0,2.0,2.0
131989,3.0,,,788.0,2.0,1.0
131990,5.0,2.0,2.0,1666.0,2.0,3.0
131991,4.0,2.0,2.0,925.0,2.0,3.0
131992,,,,,,
131993,3.0,,,445.0,2.0,1.0
131994,4.0,2.0,2.0,1050.0,2.0,1.0
131995,,,,,,
131996,4.0,2.0,2.0,1510.0,2.0,2.0
131997,3.0,,,550.0,2.0,2.0
131998,3.0,,,500.0,2.0,4.0
131999,5.0,2.0,2.0,1900.0,2.0,3.0
132000,7.0,2.0,2.0,4750.0,2.0,2.0
132001,,,,,,
132002,3.0,,,600.0,2.0,1.0
132003,4.0,2.0,2.0,1050.0,2.0,2.0
132004,4.0,2.0,2.0,894.0,2.0,2.0
132005,,,,,,
132006,3.0,,,725.0,2.0,3.0
132007,,,,,,
132008,,,,,,
132009,3.0,4.0,2.0,560.0,2.0,5.0
132010,3.0,2.0,4.0,454.0,2.0,4.0
132011,4.0,,,1200.0,2.0,2.0
132012,,,,,,
132013,3.0,4.0,2.0,596.0,2.0,2.0
132014,,,,,,
132015,5.0,4.0,2.0,1600.0,2.0,2.0
132016,,,,,,
132017,3.0,,,469.0,2.0,2.0
132018,5.0,2.0,2.0,2166.0,2.0,3.0
132019,3.0,2.0,2.0,514.0,2.0,4.0
132020,4.0,2.0,2.0,1115.0,2.0,2.0
132021,3.0,4.0,2.0,630.0,2.0,3.0
132022,4.0,,,888.0,2.0,1.0
132023,5.0,2.0,2.0,1587.0,2.0,4.0
132024,4.0,,,944.0,2.0,2.0
132025,5.0,2.0,2.0,1651.0,2.0,4.0
132026,2.0,,,300.0,2.0,2.0
132027,,,,,,
132028,6.0,,,2588.0,2.0,2.0
132029,3.0,,,600.0,2.0,2.0
132030,5.0,,,1838.0,2.0,2.0
132031,4.0,2.0,2.0,1333.0,2.0,3.0
132032,4.0,2.0,2.0,896.0,2.0,3.0
132033,4.0,,,833.0,2.0,3.0
132034,4.0,2.0,2.0,1083.0,2.0,5.0
132035,4.0,2.0,4.0,1400.0,2.0,2.0
132036,6.0,2.0,4.0,3002.0,2.0,2.0
132037,2.0,,,356.0,2.0,6.0
132038,4.0,,,1086.0,2.0,2.0
132039,4.0,,,1204.0,2.0,2.0
132040,3.0,2.0,2.0,500.0,2.0,2.0
132041,7.0,2.0,2.0,6750.0,2.0,2.0
132042,5.0,4.0,2.0,2156.0,2.0,2.0
132043,,,,,,
132044,6.0,2.0,2.0,3000.0,2.0,1.0
132045,4.0,2.0,2.0,1232.0,2.0,2.0
132046,7.0,2.0,2.0,5000.0,2.0,2.0
132047,2.0,2.0,4.0,241.0,2.0,5.0
132048,99.0,2.0,4.0,999999999999.0,2.0,1.0
132049,5.0,4.0,2.0,2200.0,2.0,2.0
132050,4.0,2.0,4.0,1015.0,2.0,4.0
132051,,,,,,
132052,4.0,4.0,2.0,883.0,2.0,2.0
132053,2.0,,,262.0,2.0,3.0
132054,4.0,,,826.0,2.0,3.0
132055,4.0,2.0,2.0,1100.0,2.0,4.0
132056,5.0,,,2038.0,2.0,1.0
132057,,,,,,
132058,3.0,,,600.0,2.0,1.0
132059,6.0,2.0,2.0,2400.0,2.0,2.0
132060,3.0,2.0,4.0,788.0,2.0,3.0
132061,2.0,,,394.0,4.0,2.0
132062,5.0,2.0,2.0,2000.0,2.0,2.0
132063,4.0,2.0,2.0,1050.0,2.0,2.0
132064,3.0,,,788.0,2.0,2.0
132065,4.0,,,988.0,2.0,2.0
132066,3.0,2.0,2.0,690.0,2.0,4.0
132067,3.0,4.0,2.0,472.0,2.0,4.0
132068,5.0,,,2276.0,2.0,1.0
132069,7.0,2.0,2.0,4394.0,2.0,2.0
132070,3.0,,,750.0,2.0,3.0
132071,4.0,,,1576.0,2.0,1.0
132072,4.0,4.0,2.0,860.0,2.0,5.0
132073,4.0,4.0,2.0,853.0,2.0,3.0
132074,6.0,2.0,4.0,2365.0,2.0,4.0
132075,7.0,2.0,2.0,5850.0,2.0,2.0
132076,5.0,2.0,2.0,1800.0,2.0,2.0
132077,5.0,,,2300.0,2.0,3.0
132078,3.0,,,788.0,2.0,2.0
132079,3.0,,,788.0,2.0,1.0
132080,5.0,,,2259.0,2.0,2.0
132081,3.0,4.0,2.0,766.0,2.0,3.0
132082,4.0,2.0,4.0,1216.0,2.0,2.0
132083,3.0,,,788.0,4.0,1.0
132084,3.0,2.0,2.0,633.0,2.0,2.0
132085,1.0,,,36.0,2.0,2.0
132086,4.0,,,1080.0,2.0,1.0
132087,4.0,2.0,4.0,1006.0,2.0,1.0
132088,4.0,,,1200.0,2.0,1.0
132089,4.0,2.0,2.0,1345.0,2.0,2.0
132090,,,,,,
132091,,,,,,
132092,4.0,2.0,4.0,1080.0,2.0,1.0
132093,4.0,2.0,2.0,929.0,2.0,2.0
132094,5.0,,,1749.0,2.0,2.0
132095,5.0,2.0,2.0,1800.0,2.0,2.0
132096,,,,,,
132097,4.0,2.0,4.0,1333.0,2.0,3.0
132098,3.0,,,500.0,2.0,1.0
132099,1.0,2.0,2.0,120.0,2.0,5.0
132100,5.0,2.0,2.0,2258.0,2.0,3.0
132101,3.0,,,788.0,2.0,2.0
132102,0.0,,,0.0,2.0,1.0
132103,,,,,,
132104,4.0,,,1080.0,2.0,2.0
132105,5.0,,,1988.0,2.0,2.0
132106,4.0,,,1080.0,2.0,1.0
132107,4.0,2.0,4.0,1396.0,2.0,3.0
132108,4.0,,,1038.0,2.0,2.0
132109,4.0,,,1013.0,2.0,2.0
132110,4.0,,,1080.0,2.0,2.0
132111,4.0,,,908.0,2.0,2.0
132112,,,,,,
132113,4.0,,,1087.0,2.0,4.0
132114,3.0,2.0,2.0,645.0,2.0,7.0
132115,4.0,,,1086.0,2.0,1.0
132116,,,,,,
132117,4.0,,,1400.0,2.0,1.0
132118,6.0,2.0,2.0,3000.0,2.0,4.0
132119,4.0,2.0,2.0,1073.0,2.0,3.0
132120,4.0,,,1298.0,2.0,2.0
132121,4.0,4.0,2.0,999.0,2.0,3.0
132122,5.0,2.0,4.0,2066.0,2.0,3.0
132123,4.0,4.0,2.0,1466.0,2.0,2.0
132124,,,,,,
132125,3.0,,,550.0,2.0,2.0
132126,,,,,,
132127,3.0,2.0,2.0,715.0,2.0,2.0
132128,,,,,,
132129,5.0,2.0,4.0,2030.0,2.0,1.0
132130,4.0,4.0,2.0,934.0,2.0,2.0
132131,4.0,,,1150.0,2.0,1.0
132132,5.0,2.0,4.0,1929.0,2.0,3.0
132133,5.0,2.0,2.0,2045.0,2.0,3.0
132134,4.0,2.0,2.0,1166.0,2.0,2.0
132135,5.0,,,1600.0,2.0,1.0
132136,3.0,,,534.0,2.0,2.0
132137,3.0,4.0,2.0,458.0,2.0,6.0
132138,5.0,4.0,2.0,1800.0,2.0,2.0
132139,2.0,,,361.0,2.0,2.0
132140,,,,,,
132141,,,,,,
132142,3.0,,,594.0,2.0,3.0
132143,3.0,2.0,2.0,666.0,2.0,3.0
132144,4.0,4.0,2.0,1366.0,2.0,3.0
132145,4.0,,,1000.0,2.0,2.0
132146,6.0,,,2563.0,2.0,2.0
132147,4.0,,,1182.0,2.0,2.0
132148,,,,,,
132149,,,,,,
132150,4.0,,,988.0,2.0,1.0
132151,,,,,,
132152,1.0,,,175.0,2.0,3.0
132153,4.0,4.0,2.0,1156.0,2.0,3.0
132154,,,,,,
132155,4.0,,,1100.0,2.0,1.0
132156,2.0,,,300.0,2.0,4.0
132157,,,,,,
132158,1.0,,,150.0,2.0,1.0
132159,,,,,,
132160,4.0,2.0,2.0,978.0,2.0,2.0
132161,3.0,,,788.0,2.0,2.0
132162,4.0,4.0,2.0,943.0,2.0,3.0
132163,,,,,,
132164,3.0,4.0,2.0,715.0,2.0,2.0
132165,0.0,4.0,2.0,0.0,2.0,4.0
132166,4.0,,,843.0,2.0,2.0
132167,4.0,,,1000.0,2.0,1.0
132168,4.0,4.0,2.0,1500.0,2.0,1.0
132169,3.0,,,788.0,4.0,1.0
132170,3.0,,,479.0,2.0,3.0
132171,,,,,,
132172,1.0,,,45.0,2.0,1.0
132173,4.0,2.0,2.0,994.0,2.0,2.0
132174,4.0,2.0,2.0,900.0,2.0,3.0
132175,3.0,,,788.0,2.0,2.0
132176,,,,,,
132177,3.0,,,788.0,2.0,1.0
132178,3.0,2.0,2.0,435.0,2.0,6.0
132179,4.0,2.0,2.0,1185.0,2.0,2.0
132180,2.0,4.0,2.0,349.0,2.0,1.0
132181,4.0,,,1200.0,2.0,1.0
132182,4.0,,,992.0,2.0,3.0
132183,5.0,,,1788.0,2.0,2.0
132184,6.0,4.0,2.0,2540.0,2.0,2.0
132185,,,,,,
132186,3.0,,,788.0,4.0,1.0
132187,4.0,,,994.0,2.0,2.0
132188,4.0,,,800.0,2.0,1.0
132189,,,,,,
132190,,,,,,
132191,,,,,,
132192,2.0,4.0,2.0,366.0,2.0,2.0
132193,5.0,4.0,2.0,1625.0,2.0,3.0
132194,,,,,,
132195,,,,,,
132196,3.0,4.0,2.0,675.0,2.0,2.0
132197,3.0,4.0,2.0,450.0,2.0,2.0
132198,2.0,2.0,2.0,240.0,2.0,2.0
132199,2.0,2.0,2.0,350.0,2.0,3.0
132200,4.0,,,1075.0,2.0,2.0
132201,3.0,,,400.0,2.0,1.0
132202,3.0,2.0,2.0,786.0,2.0,2.0
132203,3.0,2.0,2.0,525.0,2.0,5.0
132204,4.0,,,833.0,2.0,2.0
132205,3.0,2.0,2.0,460.0,2.0,3.0
132206,5.0,2.0,4.0,2179.0,2.0,2.0
132207,,,,,,
132208,4.0,2.0,2.0,1250.0,2.0,2.0
132209,4.0,2.0,2.0,962.0,2.0,3.0
132210,6.0,2.0,2.0,2500.0,2.0,1.0
132211,4.0,,,1200.0,2.0,1.0
132212,3.0,2.0,2.0,562.0,2.0,3.0
132213,4.0,4.0,2.0,900.0,2.0,4.0
132214,3.0,,,404.0,2.0,2.0
132215,2.0,2.0,2.0,334.0,2.0,4.0
132216,3.0,,,525.0,2.0,4.0
132217,3.0,2.0,4.0,788.0,2.0,3.0
132218,2.0,2.0,2.0,200.0,2.0,6.0
132219,5.0,2.0,2.0,2000.0,2.0,1.0
132220,,,,,,
132221,4.0,,,840.0,4.0,1.0
132222,3.0,2.0,2.0,750.0,2.0,2.0
132223,3.0,2.0,2.0,733.0,2.0,3.0
132224,3.0,,,788.0,2.0,3.0
132225,2.0,,,394.0,2.0,2.0
132226,2.0,,,394.0,2.0,2.0
132227,4.0,2.0,2.0,975.0,2.0,4.0
132228,5.0,2.0,4.0,1950.0,2.0,4.0
132229,3.0,,,788.0,2.0,2.0
132230,4.0,4.0,2.0,1300.0,2.0,3.0
132231,3.0,,,525.0,2.0,3.0
132232,3.0,2.0,2.0,529.0,2.0,3.0
132233,1.0,,,108.0,2.0,5.0
132234,4.0,2.0,2.0,1257.0,2.0,2.0
132235,7.0,2.0,2.0,7500.0,2.0,2.0
132236,3.0,,,655.0,2.0,2.0
132237,4.0,,,796.0,2.0,3.0
132238,5.0,4.0,2.0,1650.0,2.0,2.0
132239,4.0,2.0,2.0,1250.0,2.0,2.0
132240,3.0,4.0,2.0,500.0,2.0,2.0
132241,4.0,4.0,2.0,850.0,2.0,2.0
132242,4.0,,,806.0,2.0,3.0
132243,2.0,2.0,2.0,286.0,2.0,3.0
132244,6.0,4.0,2.0,2375.0,2.0,4.0
132245,4.0,2.0,2.0,867.0,2.0,3.0
132246,3.0,2.0,2.0,696.0,2.0,3.0
132247,,,,,,
132248,3.0,2.0,2.0,712.0,2.0,3.0
132249,4.0,4.0,2.0,869.0,2.0,4.0
132250,4.0,2.0,2.0,1475.0,2.0,3.0
132251,3.0,2.0,2.0,400.0,2.0,3.0
132252,4.0,2.0,2.0,1000.0,2.0,3.0
132253,6.0,2.0,2.0,2800.0,2.0,1.0
132254,3.0,,,597.0,2.0,4.0
132255,4.0,,,1188.0,2.0,1.0
132256,3.0,,,788.0,2.0,2.0
132257,3.0,,,788.0,2.0,2.0
132258,3.0,,,600.0,2.0,2.0
132259,3.0,2.0,2.0,762.0,2.0,3.0
132260,3.0,2.0,4.0,400.0,2.0,3.0
132261,4.0,,,1044.0,2.0,2.0
132262,3.0,,,788.0,4.0,2.0
132263,,,,,,
132264,3.0,,,525.0,2.0,3.0
132265,2.0,,,275.0,2.0,2.0
132266,,,,,,
132267,,,,,,
132268,,,,,,
132269,3.0,2.0,2.0,650.0,2.0,4.0
132270,4.0,2.0,2.0,1062.0,2.0,3.0
132271,3.0,4.0,2.0,626.0,2.0,4.0
132272,3.0,,,600.0,2.0,1.0
132273,3.0,2.0,2.0,497.0,2.0,4.0
132274,4.0,2.0,4.0,1300.0,2.0,2.0
132275,5.0,2.0,2.0,1700.0,2.0,3.0
132276,,,,,,
132277,6.0,2.0,4.0,3100.0,2.0,2.0
132278,7.0,2.0,2.0,6523.0,2.0,3.0
132279,,,,,,
132280,7.0,,,4250.0,4.0,2.0
132281,4.0,2.0,2.0,850.0,2.0,1.0
132282,2.0,,,394.0,4.0,2.0
132283,4.0,,,1186.0,2.0,1.0
132284,,,,,,
132285,2.0,,,300.0,2.0,2.0
132286,3.0,,,535.0,2.0,2.0
132287,,,,,,
132288,,,,,,
132289,4.0,,,1001.0,2.0,2.0
132290,4.0,2.0,4.0,1500.0,2.0,2.0
132291,3.0,,,788.0,4.0,1.0
132292,4.0,,,862.0,2.0,3.0
132293,,,,,,
132294,4.0,2.0,4.0,1550.0,2.0,2.0
132295,1.0,4.0,2.0,56.0,2.0,4.0
132296,6.0,4.0,2.0,2500.0,2.0,2.0
132297,4.0,,,1576.0,2.0,1.0
132298,3.0,,,500.0,2.0,2.0
132299,3.0,4.0,4.0,420.0,2.0,1.0
132300,3.0,,,400.0,2.0,2.0
132301,1.0,,,193.0,2.0,2.0
132302,,,,,,
132303,1.0,4.0,2.0,104.0,2.0,2.0
132304,3.0,,,607.0,2.0,2.0
132305,2.0,,,234.0,2.0,3.0
132306,3.0,,,587.0,2.0,3.0
132307,,,,,,
132308,4.0,,,850.0,2.0,1.0
132309,3.0,,,472.0,2.0,2.0
132310,4.0,,,994.0,2.0,2.0
132311,3.0,,,411.0,2.0,2.0
132312,1.0,,,64.0,2.0,2.0
132313,3.0,,,775.0,2.0,1.0
132314,2.0,,,383.0,2.0,3.0
132315,,,,,,
132316,3.0,2.0,2.0,600.0,2.0,5.0
132317,4.0,,,1022.0,2.0,3.0
132318,3.0,,,788.0,2.0,1.0
132319,3.0,,,788.0,2.0,2.0
132320,,,,,,
132321,4.0,2.0,4.0,1576.0,2.0,1.0
132322,1.0,2.0,2.0,197.0,2.0,3.0
132323,3.0,,,788.0,2.0,1.0
132324,1.0,,,145.0,2.0,2.0
132325,3.0,,,788.0,4.0,1.0
132326,3.0,,,788.0,2.0,2.0
132327,,,,,,
132328,3.0,2.0,2.0,409.0,2.0,3.0
132329,3.0,4.0,2.0,470.0,2.0,4.0
132330,3.0,,,522.0,2.0,4.0
132331,1.0,,,150.0,2.0,2.0
132332,1.0,,,175.0,2.0,4.0
132333,3.0,,,496.0,2.0,3.0
132334,3.0,,,694.0,2.0,2.0
132335,,,,,,
132336,3.0,,,788.0,4.0,2.0
132337,2.0,,,200.0,2.0,3.0
132338,,,,,,
132339,3.0,,,788.0,2.0,2.0
132340,3.0,,,788.0,2.0,2.0
132341,4.0,,,1000.0,2.0,2.0
132342,4.0,4.0,2.0,892.0,2.0,3.0
132343,,,,,,
132344,3.0,,,788.0,4.0,1.0
132345,6.0,2.0,2.0,2788.0,2.0,1.0
132346,,,,,,
132347,5.0,,,1696.0,2.0,3.0
132348,,,,,,
132349,,,,,,
132350,,,,,,
132351,4.0,,,1044.0,2.0,2.0
132352,,,,,,
132353,6.0,2.0,2.0,2433.0,2.0,3.0
132354,4.0,2.0,2.0,1233.0,2.0,3.0
132355,,,,,,
132356,,,,,,
132357,4.0,4.0,2.0,1362.0,2.0,3.0
132358,,,,,,
132359,,,,,,
132360,4.0,,,1100.0,2.0,1.0
132361,3.0,4.0,2.0,534.0,2.0,8.0
132362,,,,,,
132363,,,,,,
132364,,,,,,
132365,,,,,,
132366,3.0,4.0,2.0,700.0,2.0,2.0
132367,,,,,,
132368,,,,,,
132369,3.0,2.0,2.0,596.0,2.0,2.0
132370,2.0,,,394.0,2.0,2.0
132371,,,,,,
132372,,,,,,
132373,,,,,,
132374,,,,,,
132375,,,,,,
132376,,,,,,
132377,,,,,,
132378,,,,,,
132379,1.0,,,134.0,4.0,1.0
132380,3.0,,,525.0,2.0,3.0
132381,,,,,,
132382,3.0,,,525.0,2.0,3.0
132383,,,,,,
132384,1.0,,,130.0,4.0,1.0
132385,,,,,,
132386,3.0,,,788.0,2.0,2.0
132387,4.0,,,1400.0,2.0,2.0
132388,3.0,4.0,2.0,750.0,2.0,2.0
132389,3.0,4.0,2.0,732.0,2.0,4.0
132390,,,,,,
132391,,,,,,
132392,6.0,,,3200.0,2.0,1.0
132393,4.0,4.0,4.0,938.0,2.0,2.0
132394,,,,,,
132395,,,,,,
132396,,,,,,
132397,3.0,4.0,2.0,509.0,2.0,3.0
132398,4.0,,,800.0,2.0,2.0
132399,,,,,,
132400,4.0,2.0,2.0,1200.0,2.0,2.0
132401,4.0,4.0,2.0,1244.0,2.0,2.0
132402,4.0,,,1394.0,2.0,2.0
132403,,,,,,
132404,,,,,,
132405,,,,,,
132406,,,,,,
132407,,,,,,
132408,,,,,,
132409,4.0,,,1000.0,2.0,1.0
132410,4.0,2.0,2.0,820.0,2.0,5.0
132411,,,,,,
132412,,,,,,
132413,,,,,,
132414,,,,,,
132415,,,,,,
132416,,,,,,
132417,,,,,,
132418,,,,,,
132419,,,,,,
132420,,,,,,
132421,5.0,4.0,2.0,1700.0,2.0,2.0
132422,,,,,,
132423,4.0,,,800.0,2.0,1.0
132424,5.0,2.0,2.0,1600.0,2.0,2.0
132425,4.0,,,789.0,2.0,3.0
132426,3.0,,,788.0,2.0,1.0
132427,6.0,2.0,2.0,2666.0,2.0,2.0
132428,4.0,2.0,2.0,1033.0,2.0,2.0
132429,3.0,4.0,4.0,438.0,2.0,4.0
132430,,,,,,
132431,3.0,,,782.0,2.0,1.0
132432,,,,,,
132433,5.0,,,1625.0,2.0,2.0
132434,6.0,2.0,2.0,3400.0,2.0,2.0
132435,4.0,,,1228.0,2.0,2.0
132436,7.0,2.0,2.0,19000.0,2.0,1.0
132437,3.0,,,600.0,4.0,1.0
132438,,,,,,
132439,6.0,2.0,4.0,3497.0,2.0,2.0
132440,7.0,2.0,2.0,4466.0,2.0,3.0
132441,4.0,,,888.0,4.0,1.0
132442,3.0,4.0,2.0,550.0,2.0,2.0
132443,3.0,4.0,2.0,529.0,2.0,3.0
132444,5.0,2.0,2.0,1986.0,2.0,3.0
132445,6.0,2.0,2.0,3415.0,2.0,2.0
132446,3.0,2.0,2.0,696.0,2.0,3.0
132447,5.0,,,1577.0,2.0,1.0
132448,4.0,2.0,2.0,896.0,2.0,3.0
132449,,,,,,
132450,,,,,,
132451,5.0,,,2150.0,2.0,2.0
132452,2.0,,,355.0,2.0,5.0
132453,,,,,,
132454,,,,,,
132455,4.0,,,1000.0,2.0,1.0
132456,,,,,,
132457,,,,,,
132458,3.0,,,762.0,2.0,3.0
132459,,,,,,
132460,,,,,,
132461,,,,,,
132462,,,,,,
132463,,,,,,
132464,5.0,2.0,4.0,1788.0,2.0,1.0
132465,6.0,,,2894.0,4.0,2.0
132466,4.0,4.0,2.0,1525.0,2.0,3.0
132467,3.0,2.0,2.0,719.0,2.0,3.0
132468,3.0,4.0,2.0,733.0,2.0,3.0
132469,7.0,2.0,4.0,4450.0,2.0,3.0
132470,3.0,2.0,2.0,750.0,2.0,2.0
132471,5.0,2.0,2.0,1786.0,2.0,3.0
132472,3.0,,,788.0,2.0,2.0
132473,6.0,4.0,2.0,3000.0,2.0,1.0
132474,4.0,,,1576.0,4.0,1.0
132475,,,,,,
132476,3.0,2.0,2.0,637.0,2.0,3.0
132477,4.0,2.0,2.0,1337.0,2.0,4.0
132478,4.0,,,1419.0,2.0,2.0
132479,3.0,,,788.0,2.0,1.0
132480,3.0,,,769.0,2.0,3.0
132481,4.0,2.0,2.0,1150.0,2.0,3.0
132482,,,,,,
132483,4.0,,,894.0,2.0,2.0
132484,6.0,,,2900.0,2.0,2.0
132485,7.0,,,5000.0,2.0,2.0
132486,3.0,2.0,4.0,775.0,2.0,4.0
132487,7.0,2.0,2.0,4762.0,2.0,3.0
132488,3.0,4.0,2.0,466.0,2.0,2.0
132489,4.0,2.0,2.0,1100.0,2.0,4.0
132490,7.0,2.0,2.0,5800.0,2.0,2.0
132491,3.0,4.0,2.0,764.0,2.0,5.0
132492,3.0,2.0,2.0,762.0,2.0,3.0
