,Faixa do rendimento mensal domiciliar per capita ,Para acessar a Internet utiliza-se microcomputador,Para acessar a Internet utiliza-se telefone celular,Rendimento mensal domiciliar per capita ,Tem telefone movel celular,Total de moradores de 10 anos ou mais
681,6.0,2.0,2.0,2800.0,2.0,1.0
682,3.0,,,788.0,2.0,1.0
683,1.0,2.0,4.0,197.0,2.0,3.0
684,3.0,,,465.0,4.0,2.0
685,4.0,4.0,2.0,1200.0,2.0,3.0
686,3.0,4.0,2.0,497.0,2.0,3.0
687,,,,,,
688,0.0,,,0.0,2.0,1.0
689,4.0,2.0,4.0,1150.0,2.0,2.0
690,3.0,4.0,2.0,525.0,2.0,3.0
691,5.0,2.0,4.0,1650.0,2.0,2.0
692,,,,,,
693,4.0,2.0,2.0,1550.0,2.0,2.0
694,4.0,2.0,2.0,1400.0,2.0,3.0
695,,,,,,
696,2.0,2.0,2.0,210.0,2.0,2.0
697,,,,,,
698,,,,,,
699,,,,,,
700,3.0,,,600.0,2.0,2.0
701,3.0,2.0,2.0,500.0,2.0,2.0
702,,,,,,
703,4.0,2.0,2.0,1375.0,2.0,4.0
704,4.0,,,800.0,2.0,2.0
705,4.0,2.0,2.0,1175.0,2.0,4.0
706,4.0,,,1475.0,2.0,2.0
707,,,,,,
708,4.0,,,1000.0,2.0,2.0
709,4.0,2.0,2.0,1300.0,2.0,4.0
710,4.0,2.0,2.0,1000.0,2.0,3.0
711,7.0,2.0,2.0,7800.0,2.0,2.0
712,,,,,,
713,,,,,,
714,,,,,,
715,4.0,4.0,4.0,860.0,2.0,1.0
716,3.0,,,772.0,2.0,4.0
717,4.0,2.0,4.0,1100.0,2.0,3.0
718,6.0,4.0,2.0,3333.0,2.0,2.0
719,3.0,,,494.0,4.0,1.0
720,0.0,2.0,2.0,0.0,2.0,1.0
721,3.0,2.0,4.0,600.0,2.0,4.0
722,4.0,2.0,2.0,975.0,2.0,4.0
723,5.0,,,1900.0,4.0,1.0
724,7.0,2.0,2.0,4650.0,2.0,2.0
725,,,,,,
726,7.0,2.0,2.0,7980.0,2.0,2.0
727,2.0,,,311.0,2.0,2.0
728,3.0,,,788.0,2.0,2.0
729,2.0,,,228.0,2.0,5.0
730,3.0,2.0,2.0,400.0,2.0,2.0
731,,,,,,
732,2.0,,,233.0,2.0,2.0
733,4.0,2.0,2.0,1300.0,2.0,2.0
734,,,,,,
735,,,,,,
736,,,,,,
737,,,,,,
738,3.0,4.0,2.0,500.0,2.0,2.0
739,2.0,,,300.0,2.0,2.0
740,5.0,4.0,2.0,2125.0,2.0,4.0
741,4.0,,,913.0,2.0,2.0
742,2.0,,,262.0,2.0,3.0
743,,,,,,
744,3.0,4.0,2.0,451.0,2.0,4.0
745,3.0,2.0,4.0,600.0,2.0,2.0
746,3.0,,,469.0,2.0,2.0
747,,,,,,
748,,,,,,
749,5.0,2.0,2.0,2066.0,2.0,3.0
750,,,,,,
751,4.0,4.0,2.0,929.0,2.0,3.0
752,3.0,,,434.0,2.0,4.0
753,7.0,2.0,2.0,4028.0,2.0,1.0
754,6.0,4.0,2.0,3500.0,2.0,2.0
755,,,,,,
756,,,,,,
757,,,,,,
758,4.0,,,1000.0,2.0,3.0
759,,,,,,
760,6.0,4.0,4.0,3650.0,2.0,2.0
761,3.0,2.0,2.0,732.0,2.0,5.0
762,,,,,,
763,,,,,,
764,6.0,2.0,2.0,3450.0,2.0,2.0
765,2.0,2.0,2.0,362.0,2.0,2.0
766,,,,,,
767,,,,,,
768,,,,,,
769,,,,,,
770,3.0,,,550.0,2.0,2.0
771,4.0,2.0,2.0,1300.0,2.0,4.0
772,,,,,,
773,,,,,,
774,3.0,,,788.0,2.0,1.0
775,4.0,2.0,2.0,1534.0,2.0,2.0
776,,,,,,
777,,,,,,
778,2.0,2.0,2.0,262.0,2.0,3.0
779,,,,,,
780,,,,,,
781,3.0,2.0,2.0,733.0,2.0,2.0
782,4.0,4.0,2.0,1400.0,2.0,2.0
783,4.0,2.0,2.0,1338.0,2.0,2.0
784,4.0,4.0,2.0,900.0,2.0,1.0
785,,,,,,
786,,,,,,
787,4.0,,,985.0,2.0,2.0
788,3.0,2.0,2.0,592.0,2.0,4.0
789,4.0,4.0,2.0,1050.0,2.0,2.0
790,3.0,4.0,2.0,397.0,2.0,2.0
791,1.0,,,103.0,2.0,3.0
792,,,,,,
793,,,,,,
794,,,,,,
795,,,,,,
796,5.0,2.0,2.0,2216.0,2.0,5.0
797,6.0,2.0,2.0,2780.0,2.0,5.0
798,4.0,2.0,2.0,929.0,2.0,2.0
799,4.0,2.0,2.0,964.0,2.0,4.0
800,7.0,2.0,2.0,5800.0,2.0,4.0
801,,,,,,
802,3.0,,,400.0,2.0,3.0
803,,,,,,
804,,,,,,
805,4.0,2.0,4.0,1233.0,2.0,3.0
806,4.0,2.0,2.0,1454.0,2.0,3.0
807,2.0,4.0,2.0,394.0,2.0,2.0
808,2.0,4.0,2.0,290.0,2.0,2.0
809,,,,,,
810,1.0,,,166.0,2.0,3.0
811,4.0,2.0,2.0,1350.0,2.0,2.0
812,2.0,,,240.0,2.0,1.0
813,,,,,,
814,0.0,,,0.0,2.0,2.0
815,3.0,4.0,2.0,528.0,2.0,4.0
816,3.0,,,596.0,2.0,3.0
817,2.0,,,200.0,2.0,1.0
818,2.0,2.0,2.0,275.0,2.0,4.0
819,3.0,,,650.0,2.0,2.0
820,3.0,4.0,2.0,400.0,2.0,4.0
821,2.0,,,266.0,2.0,2.0
822,3.0,2.0,2.0,562.0,2.0,4.0
823,1.0,,,66.0,2.0,1.0
824,,,,,,
825,2.0,,,284.0,2.0,6.0
826,3.0,4.0,2.0,788.0,2.0,1.0
827,3.0,,,788.0,2.0,2.0
828,6.0,2.0,2.0,2935.0,2.0,2.0
829,3.0,,,788.0,2.0,3.0
830,4.0,4.0,2.0,929.0,2.0,2.0
831,2.0,4.0,2.0,276.0,2.0,3.0
832,3.0,,,788.0,2.0,2.0
833,4.0,,,1070.0,2.0,1.0
834,3.0,,,500.0,2.0,2.0
835,3.0,,,396.0,2.0,4.0
836,4.0,2.0,2.0,1250.0,2.0,4.0
837,1.0,,,137.0,2.0,3.0
838,3.0,,,500.0,2.0,1.0
839,2.0,4.0,2.0,357.0,2.0,3.0
840,2.0,,,394.0,2.0,4.0
841,,,,,,
842,4.0,,,944.0,2.0,2.0
843,3.0,,,691.0,2.0,2.0
844,3.0,,,396.0,2.0,4.0
845,,,,,,
846,3.0,4.0,2.0,732.0,2.0,2.0
847,3.0,,,396.0,2.0,3.0
848,1.0,,,16.0,2.0,2.0
849,4.0,4.0,2.0,1288.0,2.0,2.0
850,4.0,,,921.0,2.0,3.0
851,3.0,,,429.0,2.0,2.0
852,1.0,,,150.0,2.0,1.0
853,3.0,4.0,2.0,788.0,2.0,2.0
854,2.0,,,287.0,2.0,3.0
855,,,,,,
856,,,,,,
857,4.0,4.0,2.0,1325.0,2.0,3.0
858,3.0,2.0,2.0,550.0,2.0,4.0
859,3.0,4.0,2.0,622.0,2.0,4.0
860,2.0,,,394.0,2.0,4.0
861,1.0,4.0,2.0,164.0,2.0,4.0
862,3.0,2.0,2.0,583.0,2.0,3.0
863,4.0,,,894.0,4.0,2.0
864,4.0,,,1094.0,2.0,2.0
865,0.0,,,0.0,2.0,2.0
866,2.0,4.0,2.0,200.0,2.0,4.0
867,2.0,4.0,2.0,273.0,2.0,5.0
868,3.0,,,788.0,2.0,1.0
869,2.0,4.0,2.0,342.0,2.0,2.0
870,3.0,,,788.0,2.0,1.0
871,2.0,,,262.0,2.0,3.0
872,1.0,,,150.0,2.0,4.0
873,2.0,2.0,2.0,300.0,2.0,2.0
874,1.0,4.0,2.0,50.0,2.0,4.0
875,3.0,,,788.0,4.0,2.0
876,3.0,2.0,4.0,500.0,2.0,2.0
877,2.0,,,394.0,2.0,4.0
878,3.0,2.0,2.0,750.0,2.0,2.0
879,,,,,,
880,1.0,,,195.0,2.0,3.0
881,2.0,,,254.0,2.0,3.0
882,6.0,,,3250.0,2.0,2.0
883,2.0,4.0,2.0,200.0,2.0,2.0
884,0.0,,,0.0,2.0,2.0
885,3.0,2.0,4.0,398.0,2.0,1.0
886,3.0,,,788.0,2.0,1.0
887,,,,,,
888,3.0,4.0,2.0,485.0,2.0,3.0
889,3.0,,,560.0,2.0,1.0
890,1.0,,,197.0,2.0,2.0
891,3.0,,,427.0,2.0,1.0
892,,,,,,
893,5.0,4.0,2.0,1708.0,2.0,1.0
894,3.0,4.0,2.0,558.0,2.0,3.0
895,,,,,,
896,,,,,,
897,5.0,4.0,2.0,1750.0,2.0,1.0
898,,,,,,
899,,,,,,
900,4.0,,,1188.0,2.0,2.0
901,7.0,4.0,2.0,4800.0,2.0,1.0
902,,,,,,
903,,,,,,
904,6.0,2.0,2.0,2600.0,2.0,2.0
905,4.0,,,894.0,2.0,2.0
906,2.0,,,350.0,2.0,3.0
907,4.0,,,1000.0,2.0,2.0
908,4.0,,,1250.0,2.0,2.0
909,2.0,4.0,2.0,286.0,2.0,3.0
910,5.0,2.0,2.0,2033.0,2.0,3.0
911,3.0,4.0,2.0,758.0,2.0,3.0
912,3.0,2.0,2.0,500.0,2.0,2.0
913,4.0,,,1000.0,4.0,1.0
914,3.0,2.0,2.0,556.0,2.0,4.0
915,2.0,,,260.0,2.0,3.0
916,4.0,,,875.0,2.0,3.0
917,2.0,,,390.0,2.0,2.0
918,3.0,,,550.0,2.0,2.0
919,4.0,,,800.0,2.0,1.0
920,2.0,,,350.0,2.0,2.0
921,3.0,,,715.0,2.0,2.0
922,4.0,,,819.0,2.0,3.0
923,4.0,,,815.0,2.0,2.0
924,3.0,,,537.0,2.0,4.0
925,,,,,,
926,4.0,,,790.0,2.0,1.0
927,3.0,,,400.0,2.0,1.0
928,,,,,,
929,5.0,,,1800.0,2.0,1.0
930,,,,,,
931,4.0,2.0,2.0,1300.0,2.0,2.0
932,3.0,,,490.0,2.0,4.0
933,4.0,2.0,2.0,856.0,2.0,2.0
934,3.0,,,788.0,2.0,1.0
935,3.0,,,788.0,2.0,1.0
936,2.0,4.0,2.0,366.0,2.0,4.0
937,,,,,,
938,4.0,4.0,2.0,1250.0,2.0,2.0
939,7.0,4.0,2.0,45000.0,2.0,1.0
940,2.0,4.0,2.0,240.0,2.0,4.0
941,3.0,,,655.0,2.0,3.0
942,2.0,,,216.0,4.0,3.0
943,2.0,,,250.0,2.0,2.0
944,,,,,,
945,,,,,,
946,4.0,,,929.0,2.0,3.0
947,4.0,,,1158.0,2.0,3.0
948,4.0,,,1176.0,2.0,2.0
949,3.0,,,760.0,2.0,2.0
950,,,,,,
951,6.0,2.0,4.0,3700.0,2.0,3.0
952,5.0,2.0,2.0,1750.0,2.0,2.0
953,4.0,2.0,2.0,1472.0,2.0,2.0
954,1.0,,,100.0,4.0,1.0
955,2.0,,,225.0,4.0,3.0
956,,,,,,
957,,,,,,
958,2.0,,,225.0,4.0,2.0
959,6.0,,,3288.0,2.0,2.0
960,,,,,,
961,,,,,,
962,,,,,,
963,4.0,,,1500.0,4.0,1.0
964,,,,,,
965,,,,,,
966,2.0,,,250.0,2.0,4.0
967,,,,,,
968,4.0,,,1000.0,2.0,4.0
969,,,,,,
970,,,,,,
971,3.0,,,788.0,2.0,3.0
972,3.0,,,429.0,2.0,3.0
973,4.0,,,1400.0,2.0,3.0
974,3.0,,,454.0,2.0,2.0
975,2.0,,,286.0,2.0,4.0
976,2.0,,,209.0,2.0,5.0
977,3.0,,,788.0,2.0,2.0
978,,,,,,
979,,,,,,
980,3.0,,,497.0,4.0,3.0
981,,,,,,
982,,,,,,
983,2.0,,,394.0,2.0,2.0
984,,,,,,
985,2.0,,,300.0,2.0,2.0
986,4.0,2.0,4.0,1333.0,2.0,3.0
987,,,,,,
988,3.0,,,788.0,2.0,3.0
989,3.0,4.0,2.0,778.0,2.0,2.0
990,3.0,2.0,2.0,700.0,2.0,4.0
991,5.0,4.0,2.0,1666.0,2.0,3.0
992,4.0,4.0,2.0,1200.0,2.0,1.0
993,6.0,2.0,2.0,3000.0,2.0,1.0
994,3.0,,,644.0,4.0,2.0
995,4.0,,,860.0,2.0,3.0
996,,,,,,
997,5.0,2.0,2.0,1894.0,2.0,2.0
998,2.0,2.0,4.0,300.0,2.0,3.0
999,4.0,2.0,2.0,800.0,2.0,3.0
1000,4.0,2.0,2.0,925.0,2.0,2.0
1001,,,,,,
1002,4.0,2.0,2.0,1300.0,2.0,3.0
1003,3.0,,,697.0,2.0,4.0
1004,3.0,2.0,4.0,660.0,2.0,5.0
1005,4.0,2.0,2.0,1300.0,2.0,2.0
1006,4.0,2.0,2.0,930.0,2.0,3.0
1007,5.0,2.0,2.0,1866.0,2.0,3.0
1008,,,,,,
1009,3.0,,,650.0,2.0,2.0
1010,3.0,,,788.0,2.0,1.0
1011,0.0,,,0.0,2.0,1.0
1012,4.0,2.0,2.0,1250.0,2.0,3.0
1013,4.0,4.0,2.0,800.0,2.0,3.0
1014,3.0,,,447.0,2.0,3.0
1015,4.0,,,1047.0,2.0,3.0
1016,3.0,,,788.0,2.0,1.0
1017,2.0,,,300.0,2.0,2.0
1018,4.0,2.0,2.0,808.0,2.0,3.0
1019,3.0,2.0,2.0,625.0,2.0,4.0
1020,3.0,,,525.0,4.0,2.0
1021,1.0,,,157.0,2.0,4.0
1022,,,,,,
1023,4.0,4.0,2.0,1500.0,2.0,1.0
1024,4.0,2.0,2.0,920.0,2.0,4.0
1025,,,,,,
1026,,,,,,
1027,3.0,,,509.0,2.0,2.0
1028,6.0,,,3500.0,2.0,2.0
1029,2.0,,,394.0,2.0,2.0
1030,4.0,2.0,2.0,1447.0,2.0,4.0
1031,2.0,,,394.0,2.0,2.0
1032,4.0,,,1147.0,2.0,4.0
1033,3.0,2.0,2.0,750.0,2.0,4.0
1034,3.0,4.0,2.0,437.0,2.0,4.0
1035,3.0,,,525.0,2.0,3.0
1036,3.0,,,788.0,2.0,1.0
1037,1.0,,,196.0,2.0,2.0
1038,4.0,4.0,2.0,825.0,2.0,3.0
1039,1.0,,,131.0,2.0,4.0
1040,,,,,,
1041,2.0,,,262.0,4.0,3.0
1042,3.0,,,433.0,2.0,2.0
1043,2.0,,,333.0,4.0,2.0
1044,2.0,,,262.0,4.0,3.0
1045,,,,,,
1046,1.0,,,197.0,2.0,2.0
1047,6.0,4.0,2.0,3191.0,2.0,3.0
1048,4.0,,,925.0,2.0,3.0
1049,4.0,,,792.0,2.0,3.0
1050,4.0,,,1576.0,2.0,2.0
1051,4.0,,,1238.0,2.0,2.0
1052,4.0,,,950.0,2.0,3.0
1053,3.0,2.0,2.0,400.0,2.0,5.0
1054,2.0,,,262.0,2.0,3.0
1055,5.0,2.0,2.0,1600.0,2.0,2.0
1056,99.0,,,999999999999.0,4.0,1.0
1057,2.0,,,259.0,2.0,2.0
1058,2.0,,,336.0,2.0,3.0
1059,,,,,,
1060,4.0,2.0,2.0,830.0,2.0,1.0
1061,4.0,2.0,2.0,828.0,2.0,4.0
1062,,,,,,
1063,4.0,2.0,4.0,1175.0,2.0,2.0
1064,2.0,2.0,2.0,300.0,2.0,2.0
1065,6.0,,,2400.0,2.0,1.0
1066,3.0,,,778.0,4.0,2.0
1067,4.0,2.0,2.0,1200.0,2.0,1.0
1068,,,,,,
1069,4.0,2.0,2.0,1100.0,2.0,4.0
1070,4.0,2.0,4.0,1460.0,2.0,2.0
1071,99.0,4.0,2.0,999999999999.0,2.0,2.0
1072,6.0,2.0,2.0,2697.0,2.0,3.0
1073,4.0,,,1394.0,2.0,2.0
1074,4.0,4.0,2.0,1333.0,2.0,3.0
1075,,,,,,
1076,3.0,2.0,2.0,629.0,2.0,3.0
1077,7.0,2.0,2.0,6000.0,2.0,2.0
1078,4.0,4.0,2.0,866.0,2.0,3.0
1079,4.0,,,1180.0,2.0,1.0
1080,3.0,4.0,2.0,650.0,2.0,2.0
1081,3.0,2.0,2.0,657.0,2.0,5.0
1082,3.0,4.0,2.0,675.0,2.0,3.0
1083,3.0,2.0,2.0,763.0,2.0,4.0
1084,7.0,2.0,2.0,4000.0,2.0,2.0
1085,3.0,,,788.0,2.0,1.0
1086,4.0,2.0,2.0,1100.0,2.0,2.0
1087,4.0,,,885.0,2.0,2.0
1088,3.0,,,449.0,2.0,2.0
1089,3.0,4.0,2.0,584.0,2.0,2.0
1090,,,,,,
1091,4.0,4.0,2.0,1388.0,2.0,2.0
1092,1.0,2.0,2.0,113.0,2.0,5.0
1093,,,,,,
1094,4.0,,,905.0,2.0,2.0
1095,3.0,,,604.0,2.0,4.0
1096,2.0,,,383.0,2.0,4.0
1097,4.0,4.0,2.0,934.0,2.0,2.0
1098,4.0,,,1300.0,2.0,1.0
1099,,,,,,
1100,2.0,4.0,2.0,262.0,2.0,1.0
1101,,,,,,
1102,,,,,,
1103,5.0,2.0,2.0,1715.0,2.0,6.0
1104,2.0,2.0,2.0,325.0,2.0,2.0
1105,4.0,,,833.0,2.0,3.0
1106,4.0,2.0,4.0,800.0,2.0,2.0
1107,5.0,,,2000.0,2.0,1.0
1108,3.0,4.0,2.0,462.0,2.0,1.0
1109,3.0,4.0,2.0,433.0,2.0,2.0
1110,4.0,,,950.0,2.0,1.0
1111,,,,,,
1112,3.0,,,628.0,2.0,2.0
1113,2.0,4.0,2.0,303.0,2.0,3.0
1114,4.0,2.0,2.0,1050.0,2.0,4.0
1115,3.0,,,500.0,2.0,1.0
1116,6.0,2.0,2.0,3500.0,2.0,2.0
1117,2.0,,,283.0,2.0,2.0
1118,,,,,,
1119,,,,,,
1120,4.0,4.0,2.0,878.0,2.0,7.0
1121,1.0,,,110.0,2.0,1.0
1122,2.0,,,333.0,2.0,2.0
1123,5.0,2.0,2.0,2300.0,2.0,2.0
1124,3.0,,,647.0,2.0,4.0
1125,,,,,,
1126,,,,,,
1127,3.0,2.0,4.0,594.0,2.0,2.0
1128,3.0,,,788.0,2.0,2.0
1129,,,,,,
1130,3.0,,,788.0,4.0,1.0
1131,3.0,,,525.0,4.0,3.0
1132,2.0,,,333.0,4.0,3.0
1133,,,,,,
1134,3.0,,,669.0,2.0,2.0
1135,5.0,,,2200.0,4.0,1.0
1136,,,,,,
1137,,,,,,
1138,,,,,,
1139,3.0,,,788.0,4.0,1.0
1140,2.0,,,262.0,2.0,3.0
1141,3.0,,,750.0,4.0,3.0
1142,,,,,,
1143,3.0,,,560.0,2.0,5.0
1144,3.0,,,497.0,2.0,4.0
1145,2.0,2.0,2.0,300.0,2.0,4.0
1146,2.0,,,200.0,2.0,1.0
1147,4.0,,,1000.0,2.0,2.0
1148,4.0,,,917.0,2.0,5.0
1149,3.0,4.0,2.0,515.0,2.0,4.0
1150,1.0,,,125.0,2.0,1.0
1151,4.0,,,1300.0,2.0,5.0
1152,2.0,,,351.0,2.0,2.0
1153,2.0,4.0,2.0,366.0,2.0,2.0
1154,3.0,,,460.0,2.0,5.0
1155,2.0,4.0,2.0,325.0,2.0,2.0
1156,5.0,4.0,2.0,2000.0,2.0,1.0
1157,3.0,4.0,2.0,566.0,2.0,2.0
1158,3.0,2.0,2.0,461.0,2.0,2.0
1159,5.0,,,1800.0,2.0,1.0
1160,3.0,4.0,2.0,788.0,2.0,2.0
1161,5.0,4.0,2.0,2000.0,2.0,2.0
1162,2.0,,,206.0,2.0,2.0
1163,,,,,,
1164,3.0,,,750.0,2.0,2.0
1165,4.0,4.0,2.0,822.0,2.0,4.0
1166,3.0,2.0,2.0,630.0,2.0,5.0
1167,3.0,4.0,2.0,757.0,2.0,4.0
1168,3.0,4.0,2.0,427.0,2.0,6.0
1169,3.0,2.0,2.0,440.0,2.0,3.0
1170,4.0,4.0,2.0,1566.0,2.0,3.0
1171,4.0,4.0,2.0,1100.0,2.0,3.0
1172,6.0,4.0,2.0,2450.0,2.0,2.0
1173,,,,,,
1174,,,,,,
1175,4.0,4.0,2.0,916.0,2.0,4.0
1176,4.0,4.0,2.0,1400.0,2.0,2.0
1177,6.0,4.0,2.0,2800.0,2.0,1.0
1178,,,,,,
1179,4.0,4.0,2.0,1000.0,2.0,2.0
1180,,,,,,
1181,3.0,2.0,2.0,633.0,2.0,3.0
1182,1.0,,,161.0,4.0,4.0
1183,,,,,,
1184,3.0,,,692.0,2.0,3.0
1185,2.0,,,250.0,4.0,1.0
1186,,,,,,
1187,,,,,,
1188,3.0,,,720.0,2.0,5.0
1189,6.0,,,3500.0,2.0,2.0
1190,,,,,,
1191,,,,,,
1192,,,,,,
1193,4.0,,,1200.0,2.0,1.0
1194,4.0,,,1144.0,2.0,2.0
1195,,,,,,
1196,4.0,,,840.0,2.0,2.0
1197,,,,,,
1198,3.0,,,788.0,4.0,1.0
1199,1.0,,,150.0,4.0,1.0
1200,2.0,,,260.0,2.0,5.0
1201,,,,,,
1202,1.0,,,150.0,2.0,2.0
1203,4.0,,,1576.0,2.0,1.0
1204,2.0,,,249.0,2.0,3.0
1205,1.0,,,197.0,2.0,3.0
1206,4.0,2.0,2.0,1525.0,2.0,3.0
1207,1.0,,,173.0,2.0,3.0
1208,3.0,,,475.0,2.0,3.0
1209,3.0,2.0,2.0,600.0,2.0,3.0
1210,,,,,,
1211,2.0,,,250.0,2.0,2.0
1212,1.0,,,196.0,2.0,2.0
1213,1.0,,,131.0,2.0,5.0
1214,4.0,,,800.0,2.0,1.0
1215,,,,,,
1216,,,,,,
1217,5.0,2.0,4.0,2000.0,2.0,1.0
1218,2.0,,,262.0,2.0,2.0
1219,4.0,2.0,2.0,1400.0,2.0,3.0
1220,,,,,,
1221,3.0,,,562.0,2.0,3.0
1222,5.0,,,1700.0,2.0,1.0
1223,4.0,4.0,2.0,890.0,2.0,2.0
1224,2.0,2.0,2.0,390.0,2.0,2.0
1225,,,,,,
1226,7.0,,,7500.0,2.0,2.0
1227,,,,,,
1228,,,,,,
1229,3.0,4.0,2.0,400.0,2.0,2.0
1230,4.0,2.0,2.0,973.0,2.0,7.0
1231,,,,,,
1232,5.0,,,1580.0,2.0,1.0
1233,,,,,,
1234,6.0,,,3250.0,2.0,2.0
1235,4.0,2.0,2.0,850.0,2.0,4.0
1236,5.0,2.0,2.0,1966.0,2.0,3.0
1237,4.0,2.0,2.0,1300.0,2.0,2.0
1238,5.0,2.0,2.0,1600.0,2.0,1.0
1239,,,,,,
1240,7.0,,,4800.0,2.0,1.0
1241,4.0,4.0,2.0,1500.0,2.0,1.0
1242,5.0,2.0,2.0,2000.0,2.0,1.0
1243,4.0,2.0,2.0,920.0,2.0,3.0
1244,4.0,2.0,4.0,1000.0,2.0,1.0
1245,5.0,,,1997.0,2.0,4.0
1246,3.0,,,788.0,2.0,1.0
1247,,,,,,
1248,6.0,2.0,4.0,3750.0,2.0,3.0
1249,,,,,,
1250,6.0,4.0,2.0,2500.0,2.0,2.0
1251,3.0,,,788.0,2.0,1.0
1252,,,,,,
1253,,,,,,
1254,5.0,2.0,2.0,2196.0,2.0,3.0
1255,4.0,,,1008.0,2.0,3.0
1256,2.0,2.0,2.0,282.0,2.0,3.0
1257,,,,,,
1258,7.0,,,3950.0,2.0,2.0
1259,,,,,,
1260,3.0,2.0,2.0,542.0,2.0,6.0
1261,5.0,2.0,2.0,2125.0,2.0,4.0
1262,3.0,4.0,2.0,700.0,2.0,5.0
1263,,,,,,
1264,7.0,2.0,4.0,22000.0,2.0,1.0
1265,,,,,,
1266,3.0,2.0,4.0,400.0,2.0,4.0
1267,6.0,2.0,4.0,3500.0,2.0,1.0
1268,,,,,,
1269,6.0,2.0,4.0,3000.0,2.0,1.0
1270,3.0,,,788.0,2.0,1.0
1271,3.0,,,739.0,2.0,3.0
1272,5.0,2.0,4.0,2000.0,2.0,1.0
1273,3.0,,,600.0,2.0,2.0
1274,4.0,2.0,4.0,1000.0,2.0,1.0
1275,3.0,,,519.0,2.0,2.0
1276,4.0,2.0,4.0,800.0,2.0,3.0
1277,4.0,2.0,2.0,1230.0,2.0,2.0
1278,1.0,2.0,2.0,131.0,2.0,4.0
1279,4.0,,,933.0,2.0,2.0
1280,5.0,,,1800.0,2.0,1.0
1281,,,,,,
1282,7.0,4.0,2.0,4000.0,2.0,1.0
1283,2.0,4.0,4.0,290.0,2.0,3.0
1284,3.0,,,433.0,2.0,2.0
1285,,,,,,
1286,1.0,4.0,2.0,131.0,2.0,4.0
1287,4.0,2.0,2.0,1540.0,2.0,4.0
1288,2.0,2.0,2.0,266.0,2.0,3.0
1289,3.0,4.0,2.0,497.0,2.0,3.0
1290,4.0,4.0,2.0,838.0,2.0,5.0
1291,2.0,,,206.0,4.0,3.0
1292,3.0,2.0,2.0,586.0,2.0,2.0
1293,4.0,4.0,2.0,1050.0,2.0,2.0
1294,3.0,2.0,2.0,500.0,2.0,1.0
1295,6.0,,,3500.0,2.0,1.0
1296,2.0,,,200.0,4.0,1.0
1297,4.0,,,1166.0,2.0,3.0
1298,2.0,,,250.0,2.0,4.0
1299,3.0,2.0,2.0,716.0,2.0,6.0
1300,,,,,,
1301,2.0,2.0,2.0,300.0,2.0,3.0
1302,5.0,,,1900.0,2.0,2.0
1303,4.0,2.0,2.0,1000.0,2.0,1.0
1304,4.0,2.0,2.0,1000.0,2.0,2.0
1305,3.0,,,575.0,2.0,3.0
1306,4.0,,,1200.0,2.0,1.0
1307,1.0,,,116.0,2.0,3.0
1308,6.0,2.0,2.0,2500.0,2.0,2.0
1309,4.0,,,906.0,2.0,4.0
1310,4.0,2.0,2.0,1550.0,2.0,4.0
1311,5.0,4.0,2.0,2000.0,2.0,2.0
1312,5.0,,,1700.0,2.0,1.0
1313,4.0,4.0,2.0,1451.0,2.0,3.0
1314,5.0,2.0,2.0,1975.0,2.0,4.0
1315,,,,,,
1316,,,,,,
1317,5.0,2.0,2.0,1650.0,2.0,3.0
1318,1.0,,,33.0,2.0,1.0
1319,3.0,2.0,2.0,610.0,2.0,3.0
1320,4.0,2.0,2.0,850.0,2.0,4.0
1321,7.0,2.0,4.0,6700.0,2.0,1.0
1322,7.0,2.0,2.0,6000.0,2.0,2.0
1323,4.0,,,800.0,2.0,1.0
1324,4.0,2.0,4.0,1366.0,2.0,2.0
1325,5.0,2.0,2.0,2000.0,2.0,1.0
1326,4.0,,,1000.0,2.0,1.0
1327,6.0,2.0,4.0,3800.0,2.0,2.0
1328,2.0,,,261.0,2.0,6.0
1329,,,,,,
1330,6.0,,,2500.0,2.0,1.0
1331,2.0,,,261.0,2.0,2.0
1332,4.0,2.0,4.0,1140.0,2.0,5.0
1333,3.0,,,650.0,2.0,2.0
1334,4.0,2.0,4.0,1144.0,2.0,2.0
1335,5.0,2.0,4.0,1800.0,2.0,2.0
1336,5.0,2.0,4.0,2000.0,2.0,3.0
1337,3.0,,,766.0,2.0,3.0
1338,4.0,2.0,2.0,1066.0,2.0,3.0
1339,4.0,,,861.0,2.0,2.0
1340,4.0,2.0,4.0,1033.0,2.0,3.0
1341,3.0,,,600.0,2.0,3.0
1342,5.0,4.0,2.0,1900.0,2.0,2.0
1343,4.0,,,833.0,2.0,2.0
1344,2.0,2.0,2.0,275.0,2.0,3.0
1345,,,,,,
1346,5.0,,,2140.0,2.0,4.0
1347,,,,,,
1348,6.0,2.0,2.0,2400.0,2.0,2.0
1349,5.0,2.0,4.0,2029.0,2.0,3.0
1350,2.0,,,387.0,2.0,7.0
1351,,,,,,
1352,3.0,,,500.0,2.0,2.0
1353,3.0,,,788.0,4.0,1.0
1354,4.0,4.0,2.0,1100.0,2.0,2.0
1355,3.0,,,762.0,2.0,3.0
1356,,,,,,
1357,4.0,2.0,2.0,1100.0,2.0,4.0
1358,,,,,,
1359,,,,,,
1360,3.0,,,744.0,2.0,2.0
1361,2.0,2.0,2.0,275.0,2.0,2.0
1362,4.0,2.0,4.0,800.0,2.0,2.0
